"comuna","cut_comuna","dist_c17","semana","sosp_minsal0326","sosp_minsal0530","obs_cnt"
"Maipú","13119","1311916","20",0,0,14
"Maipú","13119","1311917","20",2,10,30
"Maipú","13119","1311918","20",0,1,25
"Maipú","13119","1311919","20",0,0,39
"Maipú","13119","1311920","20",0,11,65
"Maipú","13119","1311921","20",0,3,12
"Maipú","13119","1311922","20",0,2,7
"Maipú","13119","1311923","20",0,9,47
"Ñuñoa","13120","1312001","20",3,37,230
"Santiago","13101","1312002","20",0,0,3
"Ñuñoa","13120","1312002","20",4,32,263
"Providencia","13123","1312002","20",0,1,6
"Ñuñoa","13120","1312003","20",1,12,41
"Ñuñoa","13120","1312004","20",1,15,117
"Ñuñoa","13120","1312005","20",2,28,205
"Ñuñoa","13120","1312006","20",4,13,78
"Ñuñoa","13120","1312007","20",6,38,169
"Ñuñoa","13120","1312008","20",0,1,6
"Ñuñoa","13120","1312009","20",0,4,53
"Ñuñoa","13120","1312010","20",1,13,105
"Ñuñoa","13120","1312011","20",0,16,98
"Providencia","13123","1312011","20",0,0,4
"Pedro Aguirre Cerda","13121","1312101","20",1,1,13
"Santiago","13101","1312102","20",0,2,10
"Pedro Aguirre Cerda","13121","1312103","20",1,4,16
"Pedro Aguirre Cerda","13121","1312104","20",0,6,27
"Pedro Aguirre Cerda","13121","1312105","20",0,0,1
"Pedro Aguirre Cerda","13121","1312106","20",0,1,2
"Pedro Aguirre Cerda","13121","1312107","20",0,1,4
"Santiago","13101","1312201","20",0,3,6
"Ñuñoa","13120","1312201","20",0,0,4
"Peñalolén","13122","1312201","20",0,2,23
"Peñalolén","13122","1312202","20",0,4,19
"Peñalolén","13122","1312203","20",0,23,175
"Peñalolén","13122","1312204","20",1,4,18
"Peñalolén","13122","1312205","20",1,8,43
"Peñalolén","13122","1312207","20",0,1,23
"Peñalolén","13122","1312208","20",0,1,3
"Peñalolén","13122","1312209","20",0,1,4
"Peñalolén","13122","1312210","20",0,3,17
"Peñalolén","13122","1312211","20",0,3,30
"Ñuñoa","13120","1312301","20",0,3,27
"Providencia","13123","1312301","20",1,17,112
"Ñuñoa","13120","1312302","20",0,5,25
"Providencia","13123","1312302","20",2,14,109
"Providencia","13123","1312303","20",1,16,138
"Ñuñoa","13120","1312304","20",0,4,47
"Providencia","13123","1312304","20",11,57,418
"Ñuñoa","13120","1312305","20",0,7,23
"Providencia","13123","1312305","20",0,7,32
"Ñuñoa","13120","1312306","20",2,3,19
"Providencia","13123","1312306","20",1,4,50
"Providencia","13123","1312307","20",0,9,64
"Recoleta","13127","1312307","20",0,0,4
"Providencia","13123","1312308","20",1,7,37
"Pudahuel","13124","1312401","20",1,3,20
"Pudahuel","13124","1312402","20",0,7,16
"Pudahuel","13124","1312403","20",0,1,5
"Pudahuel","13124","1312404","20",0,3,9
"Pudahuel","13124","1312406","20",0,5,48
"Pudahuel","13124","1312407","20",0,5,51
"Pudahuel","13124","1312409","20",0,1,25
"Pudahuel","13124","1312410","20",0,3,8
"Quilicura","13125","1312501","20",0,1,23
"Quilicura","13125","1312502","20",0,7,48
"Quilicura","13125","1312503","20",0,0,5
"Quilicura","13125","1312504","20",0,8,72
"Santiago","13101","1312601","20",0,1,5
"Quinta Normal","13126","1312601","20",1,6,13
"Quinta Normal","13126","1312602","20",0,0,19
"Santiago","13101","1312603","20",0,1,7
"Quinta Normal","13126","1312603","20",0,2,17
"Quinta Normal","13126","1312604","20",0,1,15
"Quinta Normal","13126","1312606","20",1,2,11
"Quinta Normal","13126","1312608","20",0,2,29
"Quinta Normal","13126","1312609","20",0,0,19
"Recoleta","13127","1312701","20",1,2,3
"Recoleta","13127","1312702","20",1,8,53
"Recoleta","13127","1312703","20",1,2,7
"Recoleta","13127","1312704","20",0,0,6
"Recoleta","13127","1312705","20",0,2,4
"Recoleta","13127","1312706","20",0,1,22
"Recoleta","13127","1312708","20",0,0,3
"Recoleta","13127","1312709","20",0,2,5
"Recoleta","13127","1312710","20",0,0,7
"Recoleta","13127","1312711","20",0,0,4
"Recoleta","13127","1312713","20",0,0,8
"Renca","13128","1312801","20",0,1,10
"Renca","13128","1312803","20",0,2,4
"Renca","13128","1312805","20",0,0,4
"Renca","13128","1312806","20",0,2,10
"Renca","13128","1312807","20",0,3,10
"Renca","13128","1312808","20",0,0,2
"Renca","13128","1312810","20",0,0,8
"San Joaquín","13129","1312901","20",0,0,2
"San Joaquín","13129","1312902","20",0,3,32
"San Joaquín","13129","1312903","20",0,3,8
"San Joaquín","13129","1312904","20",1,1,2
"San Joaquín","13129","1312905","20",1,3,8
"San Joaquín","13129","1312906","20",0,4,32
"San Joaquín","13129","1312907","20",0,7,16
"Santiago","13101","1313001","20",0,0,17
"San Miguel","13130","1313001","20",0,2,9
"San Miguel","13130","1313002","20",0,3,23
"San Miguel","13130","1313003","20",0,5,19
"San Miguel","13130","1313004","20",2,10,46
"San Miguel","13130","1313005","20",1,2,14
"San Miguel","13130","1313006","20",1,4,28
"San Miguel","13130","1313007","20",0,1,21
"San Ramón","13131","1313102","20",0,0,8
"San Ramón","13131","1313103","20",0,0,4
"San Ramón","13131","1313105","20",1,1,6
"San Ramón","13131","1313106","20",0,0,2
"Vitacura","13132","1313201","20",1,7,36
"Las Condes","13114","1313202","20",0,0,2
"Vitacura","13132","1313202","20",3,19,99
"Vitacura","13132","1313203","20",1,5,33
"Las Condes","13114","1313204","20",0,1,5
"Vitacura","13132","1313204","20",1,11,94
"Las Condes","13114","1313205","20",1,3,20
"Vitacura","13132","1313205","20",2,11,65
"Puente Alto","13201","1320101","20",0,0,2
"Pirque","13202","1320101","20",0,2,8
"Puente Alto","13201","1320102","20",1,9,76
"Puente Alto","13201","1320103","20",0,10,53
"Puente Alto","13201","1320104","20",0,3,25
"Puente Alto","13201","1320105","20",1,3,21
"Puente Alto","13201","1320106","20",0,1,6
"Puente Alto","13201","1320107","20",1,3,29
"Puente Alto","13201","1320108","20",0,4,24
"Puente Alto","13201","1320109","20",0,2,11
"Puente Alto","13201","1320110","20",0,2,13
"Puente Alto","13201","1320111","20",0,1,14
"Puente Alto","13201","1320112","20",0,2,46
"Puente Alto","13201","1320113","20",0,1,6
"Puente Alto","13201","1320114","20",0,1,16
"Puente Alto","13201","1320115","20",0,2,25
"Puente Alto","13201","1320116","20",0,3,32
"Puente Alto","13201","1320117","20",2,8,48
"Puente Alto","13201","1320118","20",0,0,4
"Puente Alto","13201","1320119","20",0,4,43
"Pirque","13202","1320201","20",0,2,7
"Pirque","13202","1320202","20",0,1,6
"Pirque","13202","1320203","20",0,0,17
"San José de Maipo","13203","1320301","20",0,0,8
"San José de Maipo","13203","1320303","20",0,3,17
"San José de Maipo","13203","1320306","20",0,2,5
"Colina","13301","1330101","20",1,3,31
"Colina","13301","1330102","20",0,5,67
"Colina","13301","1330103","20",0,1,16
"Colina","13301","1330106","20",0,4,30
"Lampa","13302","1330201","20",0,0,17
"Lampa","13302","1330203","20",0,4,17
"Lampa","13302","1330204","20",0,1,17
"San Bernardo","13401","1340101","20",0,0,4
"San Bernardo","13401","1340103","20",0,1,3
"San Bernardo","13401","1340104","20",0,1,2
"San Bernardo","13401","1340105","20",0,0,2
"San Bernardo","13401","1340106","20",0,2,11
"San Bernardo","13401","1340108","20",0,7,58
"San Bernardo","13401","1340109","20",0,2,13
"San Bernardo","13401","1340110","20",0,1,7
"San Bernardo","13401","1340111","20",0,1,10
"San Bernardo","13401","1340112","20",0,1,2
"San Bernardo","13401","1340113","20",0,0,4
"San Bernardo","13401","1340114","20",0,0,13
"Buin","13402","1340201","20",1,5,35
"Buin","13402","1340202","20",0,4,13
"Buin","13402","1340203","20",0,4,29
"Buin","13402","1340206","20",0,1,6
"Calera de Tango","13403","1340302","20",0,3,9
"Calera de Tango","13403","1340305","20",0,3,14
"Paine","13404","1340404","20",0,0,2
"Paine","13404","1340406","20",0,2,12
"Paine","13404","1340408","20",0,0,2
"Melipilla","13501","1350101","20",0,0,12
"Melipilla","13501","1350102","20",0,5,20
"Curacaví","13503","1350301","20",0,1,6
"Curacaví","13503","1350306","20",0,1,19
"María Pinto","13504","1350401","20",0,0,1
"Talagante","13601","1360101","20",0,3,20
"Calera de Tango","13403","1360102","20",0,0,3
"Talagante","13601","1360102","20",0,2,10
"Talagante","13601","1360103","20",0,1,12
"Talagante","13601","1360104","20",0,3,10
"El Monte","13602","1360201","20",1,2,4
"El Monte","13602","1360202","20",0,1,3
"Isla de Maipo","13603","1360301","20",0,3,5
"Isla de Maipo","13603","1360302","20",0,3,14
"Isla de Maipo","13603","1360304","20",0,0,6
"Padre Hurtado","13604","1360401","20",0,3,15
"Padre Hurtado","13604","1360402","20",0,0,3
"Calera de Tango","13403","1360403","20",0,0,5
"Padre Hurtado","13604","1360403","20",0,0,3
"Padre Hurtado","13604","1360404","20",0,1,12
"Peñaflor","13605","1360501","20",1,2,52
"Peñaflor","13605","1360502","20",0,5,28
"Peñaflor","13605","1360503","20",0,8,34
"Valdivia","14101","1410101","20",0,1,6
"Valdivia","14101","1410102","20",1,6,29
"Valdivia","14101","1410104","20",1,3,18
"Valdivia","14101","1410105","20",1,3,18
"Valdivia","14101","1410107","20",1,3,18
"Valdivia","14101","1410108","20",1,6,52
"Valdivia","14101","1410109","20",0,1,1
"Valdivia","14101","1410110","20",0,0,8
"Los Lagos","14104","1410405","20",0,0,6
"Paillaco","14107","1410703","20",0,2,5
"La Unión","14201","1420101","20",0,1,11
"Lago Ranco","14203","1420301","20",0,1,8
"Río Bueno","14204","1420401","20",0,1,6
"Arica","15101","1510101","20",0,1,7
"Arica","15101","1510103","20",0,0,2
"Arica","15101","1510104","20",0,0,9
"Arica","15101","1510107","20",0,3,11
"Arica","15101","1510108","20",0,0,3
"Arica","15101","1510110","20",0,2,7
"Arica","15101","1510112","20",0,2,17
"Arica","15101","1510114","20",0,0,12
"Arica","15101","1510117","20",0,2,9
"Arica","15101","1510118","20",0,5,24
"Arica","15101","1510119","20",0,0,7
"Chillán","16101","1610101","20",0,0,2
"Chillán","16101","1610102","20",0,0,14
"Chillán","16101","1610103","20",0,1,6
"Chillán","16101","1610104","20",0,1,3
"Chillán","16101","1610105","20",0,0,8
"Chillán","16101","1610112","20",0,0,5
"Chillán","16101","1610113","20",1,5,22
"Chillán","16101","1610114","20",1,4,34
"Chillán","16101","1610115","20",1,5,22
"Chillán","16101","1610116","20",0,4,18
"Yungay","16109","1610901","20",0,0,6
"San Carlos","16301","1630102","20",0,0,2
"San Carlos","16301","1630103","20",0,0,2
"Coihueco","16302","1630203","20",0,1,6
"Antofagasta","2101","210101","20",0,5,35
"Antofagasta","2101","210104","20",0,2,24
"Antofagasta","2101","210105","20",0,0,5
"Antofagasta","2101","210106","20",1,6,21
"Antofagasta","2101","210107","20",0,2,15
"Antofagasta","2101","210108","20",2,1,21
"Antofagasta","2101","210109","20",0,17,89
"Antofagasta","2101","210110","20",0,1,4
"Antofagasta","2101","210114","20",0,1,7
"Antofagasta","2101","210115","20",0,1,9
"Antofagasta","2101","210116","20",0,1,4
"Mejillones","2102","210201","20",0,1,6
"Taltal","2104","210401","20",0,0,5
"Calama","2201","220101","20",0,2,11
"Calama","2201","220105","20",0,0,7
"Calama","2201","220106","20",0,0,6
"Calama","2201","220107","20",1,2,20
"Calama","2201","220108","20",0,0,5
"Calama","2201","220109","20",0,0,3
"Calama","2201","220110","20",0,2,14
"Calama","2201","220111","20",0,2,7
"Calama","2201","220112","20",0,1,9
"Calama","2201","220114","20",0,2,10
"San Pedro de Atacama","2203","220301","20",0,2,7
"Copiapó","3101","310101","20",0,1,4
"Copiapó","3101","310102","20",0,1,6
"Copiapó","3101","310104","20",0,1,5
"Copiapó","3101","310106","20",0,1,9
"Copiapó","3101","310111","20",0,0,2
"Copiapó","3101","310116","20",1,1,6
"Copiapó","3101","310121","20",0,2,9
"Copiapó","3101","310124","20",0,4,12
"Tierra Amarilla","3103","310301","20",0,0,2
"Vallenar","3301","330101","20",0,1,2
"Vallenar","3301","330102","20",0,0,6
"Vallenar","3301","330104","20",0,0,6
"Vallenar","3301","330105","20",0,1,9
"La Serena","4101","410101","20",0,0,4
"La Serena","4101","410102","20",1,5,22
"La Serena","4101","410103","20",0,3,29
"La Serena","4101","410104","20",0,3,24
"La Serena","4101","410105","20",1,11,52
"La Serena","4101","410106","20",0,2,12
"La Serena","4101","410114","20",1,4,20
"La Serena","4101","410115","20",2,1,8
"La Serena","4101","410116","20",0,1,8
"La Serena","4101","410117","20",0,3,20
"Coquimbo","4102","410202","20",0,0,2
"Coquimbo","4102","410203","20",0,1,8
"Coquimbo","4102","410204","20",0,0,5
"Coquimbo","4102","410205","20",0,4,41
"Coquimbo","4102","410208","20",0,1,5
"Coquimbo","4102","410209","20",0,1,10
"Coquimbo","4102","410217","20",0,4,15
"Coquimbo","4102","410218","20",0,2,16
"Illapel","4201","420101","20",0,0,3
"Los Vilos","4203","420301","20",0,1,6
"Ovalle","4301","430101","20",0,6,18
"Ovalle","4301","430102","20",0,1,18
"Ovalle","4301","430103","20",0,3,7
"Ovalle","4301","430107","20",0,3,7
"Valparaíso","5101","510101","20",0,2,26
"Valparaíso","5101","510102","20",0,5,14
"Valparaíso","5101","510106","20",2,9,42
"Valparaíso","5101","510107","20",0,0,16
"Valparaíso","5101","510108","20",1,1,6
"Valparaíso","5101","510109","20",0,2,6
"Valparaíso","5101","510110","20",0,0,6
"Valparaíso","5101","510112","20",0,4,30
"Valparaíso","5101","510114","20",0,1,9
"Valparaíso","5101","510117","20",0,0,8
"Valparaíso","5101","510118","20",1,1,7
"Valparaíso","5101","510119","20",0,4,28
"Viña del Mar","5109","510119","20",0,1,5
"Valparaíso","5101","510120","20",1,3,31
"Valparaíso","5101","510121","20",0,4,18
"Valparaíso","5101","510122","20",0,1,9
"Valparaíso","5101","510123","20",0,0,3
"Valparaíso","5101","510125","20",0,2,18
"Valparaíso","5101","510126","20",0,0,4
"Concón","5103","510301","20",3,14,97
"Puchuncaví","5105","510502","20",0,0,3
"Quintero","5107","510701","20",0,0,3
"Quintero","5107","510702","20",0,2,4
"Viña del Mar","5109","510901","20",0,1,7
"Viña del Mar","5109","510902","20",1,2,15
"Viña del Mar","5109","510903","20",0,3,24
"Viña del Mar","5109","510904","20",3,18,123
"Viña del Mar","5109","510905","20",0,1,5
"Viña del Mar","5109","510906","20",0,2,10
"Viña del Mar","5109","510907","20",0,2,19
"Viña del Mar","5109","510908","20",0,3,20
"Viña del Mar","5109","510909","20",0,3,15
"Viña del Mar","5109","510910","20",2,15,63
"Viña del Mar","5109","510911","20",0,2,35
"Viña del Mar","5109","510912","20",0,3,8
"Viña del Mar","5109","510913","20",1,4,15
"Viña del Mar","5109","510914","20",0,1,5
"Viña del Mar","5109","510915","20",0,2,30
"Viña del Mar","5109","510916","20",0,2,8
"Viña del Mar","5109","510917","20",1,3,13
"Viña del Mar","5109","510918","20",1,8,24
"Viña del Mar","5109","510919","20",0,0,5
"Viña del Mar","5109","510921","20",0,0,2
"Los Andes","5301","530101","20",0,2,28
"Los Andes","5301","530102","20",1,1,7
"Los Andes","5301","530106","20",0,0,9
"La Ligua","5401","540101","20",0,0,3
"La Ligua","5401","540102","20",0,1,17
"La Ligua","5401","540109","20",0,0,6
"Petorca","5404","540405","20",0,1,7
"Petorca","5404","540406","20",0,1,5
"Zapallar","5405","540501","20",0,1,4
"Zapallar","5405","540502","20",0,2,8
"Quillota","5501","550102","20",0,1,9
"Quillota","5501","550104","20",0,1,2
"Quillota","5501","550105","20",0,3,9
"Quillota","5501","550108","20",1,1,4
"Quillota","5501","550112","20",0,1,3
"Hijuelas","5503","550302","20",3,1,5
"La Cruz","5504","550405","20",0,0,7
"San Antonio","5601","560101","20",0,1,12
"San Antonio","5601","560104","20",0,1,7
"San Antonio","5601","560105","20",0,0,8
"San Antonio","5601","560106","20",0,2,7
"Algarrobo","5602","560201","20",0,0,3
"Algarrobo","5602","560202","20",0,1,12
"Cartagena","5603","560301","20",0,0,3
"El Quisco","5604","560401","20",0,6,28
"El Tabo","5605","560501","20",0,1,10
"El Tabo","5605","560502","20",0,1,11
"Santo Domingo","5606","560601","20",0,2,9
"San Felipe","5701","570101","20",0,0,5
"San Felipe","5701","570102","20",0,2,10
"San Felipe","5701","570103","20",0,2,4
"San Felipe","5701","570105","20",0,0,3
"Catemu","5702","570201","20",1,2,5
"Panquehue","5704","570403","20",0,0,2
"Putaendo","5705","570501","20",0,0,4
"Putaendo","5705","570504","20",0,1,5
"Quilpué","5801","580101","20",1,5,23
"Quilpué","5801","580102","20",0,3,20
"Quilpué","5801","580108","20",0,1,4
"Quilpué","5801","580109","20",0,1,16
"Quilpué","5801","580110","20",0,3,22
"Quilpué","5801","580111","20",0,0,8
"Quilpué","5801","580112","20",1,7,37
"Limache","5802","580201","20",1,2,19
"Limache","5802","580202","20",0,0,1
"Limache","5802","580204","20",0,0,3
"Limache","5802","580205","20",0,0,2
"Olmué","5803","580302","20",0,0,2
"Villa Alemana","5804","580401","20",0,1,4
"Villa Alemana","5804","580402","20",2,4,10
"Villa Alemana","5804","580403","20",0,2,23
"Villa Alemana","5804","580405","20",0,7,30
"Villa Alemana","5804","580408","20",1,2,33
"Rancagua","6101","610104","20",0,2,6
"Rancagua","6101","610105","20",0,0,5
"Rancagua","6101","610106","20",0,5,23
"Rancagua","6101","610108","20",1,8,51
"Rancagua","6101","610109","20",1,2,13
"Rancagua","6101","610110","20",1,2,7
"Rancagua","6101","610111","20",0,1,8
"Rancagua","6101","610114","20",0,2,9
"Rancagua","6101","610115","20",0,1,4
"Rancagua","6101","610116","20",0,2,8
"Rancagua","6101","610117","20",0,1,4
"Machalí","6108","610117","20",0,2,5
"Graneros","6106","610601","20",0,2,3
"Las Cabras","6107","610701","20",0,3,8
"Machalí","6108","610801","20",0,1,2
"Machalí","6108","610802","20",0,3,34
"Machalí","6108","610803","20",2,7,33
"Olivar","6111","611101","20",0,1,5
"Olivar","6111","611102","20",0,1,1
"Peumo","6112","611202","20",0,1,1
"San Vicente","6117","611202","20",0,1,5
"Quinta de Tilcoco","6114","611401","20",0,1,5
"Rengo","6115","611502","20",0,1,5
"Rengo","6115","611504","20",0,1,9
"San Vicente","6117","611701","20",0,0,6
"Pichilemu","6201","620101","20",0,1,5
"Litueche","6203","620304","20",0,1,7
"San Fernando","6301","630101","20",0,1,10
"San Fernando","6301","630111","20",0,1,6
"San Fernando","6301","630113","20",0,0,9
"Chimbarongo","6303","630309","20",0,1,3
"Nancagua","6305","630501","20",0,0,3
"Palmilla","6306","630602","20",0,2,7
"Placilla","6308","630801","20",0,0,5
"Santa Cruz","6310","631002","20",0,3,15
"Santa Cruz","6310","631008","20",0,1,2
"Talca","7101","710101","20",0,1,9
"Talca","7101","710102","20",0,0,9
"Talca","7101","710103","20",0,0,3
"Talca","7101","710106","20",1,1,2
"Talca","7101","710107","20",0,9,35
"Talca","7101","710111","20",1,3,22
"Talca","7101","710112","20",0,1,10
"Talca","7101","710113","20",0,2,11
"Talca","7101","710114","20",1,0,5
"Constitución","7102","710201","20",0,0,2
"Constitución","7102","710202","20",0,1,8
"Talca","7101","710505","20",0,1,8
"Maule","7105","710505","20",0,3,11
"San Clemente","7109","710901","20",0,1,6
"Cauquenes","7201","720105","20",1,1,2
"Pelluhue","7203","720302","20",0,0,2
"Curicó","7301","730102","20",0,0,5
"Curicó","7301","730103","20",1,3,11
"Curicó","7301","730104","20",1,4,9
"Curicó","7301","730105","20",0,0,2
"Curicó","7301","730107","20",1,1,7
"Curicó","7301","730109","20",0,2,8
"Curicó","7301","730110","20",0,1,7
"Curicó","7301","730111","20",0,2,7
"Molina","7304","730401","20",0,0,2
"Molina","7304","730402","20",0,1,9
"Sagrada Familia","7307","730707","20",0,2,2
"Vichuquén","7309","730902","20",0,0,4
"Linares","7401","740101","20",0,2,13
"Linares","7401","740102","20",0,0,2
